policy_id,customer_age,vehicle_age,annual_mileage,base_rate,current_premium,risk_segment,age_group
POL-000501,37,4,21200,806.68,1453.79,medium,25-40
POL-000502,65,7,27400,1116.13,2322.16,high,>40
POL-000503,40,9,5200,993.04,663.18,low,25-40
POL-000504,38,3,19500,942.17,1608.18,medium,25-40
POL-000505,31,2,28200,828.16,2120.02,high,25-40
POL-000506,56,6,9200,991.37,864.38,low,>40
POL-000507,38,7,27500,1093.61,2217.35,medium,25-40
POL-000508,46,10,12500,911.23,1076.18,low,>40
POL-000509,64,3,15600,857.56,1145.54,low,>40
POL-000510,27,4,9800,1126.7,1581.0,low,25-40
POL-000511,28,20,21200,1172.17,3041.96,high,25-40
POL-000512,70,12,19700,850.07,1592.23,medium,>40
POL-000513,75,6,29300,958.99,2277.07,high,>40
POL-000514,37,13,25800,947.28,2036.59,high,25-40
POL-000515,21,3,13400,818.38,2189.2,high,<25
POL-000516,61,5,30000,1082.59,2212.12,medium,>40
POL-000517,31,7,24800,945.59,1792.68,medium,25-40
POL-000518,19,5,17200,980.56,3525.92,high,<25
POL-000519,48,5,8600,860.08,821.21,low,>40
POL-000520,45,10,6800,993.73,790.07,low,>40
POL-000521,22,12,7000,993.91,1409.17,medium,<25
POL-000522,23,4,8900,904.31,1545.08,medium,<25
POL-000523,26,2,25100,1121.77,3422.95,high,25-40
POL-000524,36,2,16800,921.51,1684.67,medium,25-40
POL-000525,46,1,10200,829.45,1044.13,low,>40
POL-000526,54,18,12700,992.35,1257.87,low,>40
POL-000527,28,10,12000,1162.18,1804.43,medium,25-40
POL-000528,64,9,19400,984.83,1470.35,medium,>40
POL-000529,65,4,9100,1104.96,1182.06,low,>40
POL-000530,35,4,15800,950.11,1414.44,medium,25-40
POL-000531,66,12,15500,802.12,1176.64,medium,>40
POL-000532,32,1,9200,824.42,1019.0,low,25-40
POL-000533,43,5,27600,931.32,1897.5,medium,>40
POL-000534,19,14,11800,979.33,2894.32,high,<25
POL-000535,37,5,8600,817.08,819.16,low,25-40
POL-000536,41,10,19800,969.04,1543.26,medium,>40
POL-000537,46,6,13800,1161.74,1433.0,low,>40
POL-000538,53,0,16200,930.98,1456.42,medium,>40
POL-000539,43,6,7900,961.6,825.41,low,>40
POL-000540,31,7,19500,982.85,1593.73,medium,25-40
POL-000541,73,5,30000,992.82,2519.85,high,>40
POL-000542,21,2,7600,917.99,2004.29,high,<25
POL-000543,30,5,15800,967.23,1439.92,medium,25-40
POL-000544,38,1,9500,943.85,1191.21,low,25-40
POL-000545,54,5,30000,802.41,1587.84,medium,>40
POL-000546,46,10,23600,917.48,1637.77,medium,>40
POL-000547,32,17,15300,958.11,1564.46,medium,25-40
POL-000548,53,15,7800,806.4,698.04,low,>40
POL-000549,65,3,8700,833.77,866.26,low,>40
POL-000550,48,2,18900,1095.47,2059.09,medium,>40
POL-000551,70,7,7300,779.05,749.59,low,>40
POL-000552,34,6,7400,975.39,842.53,low,25-40
POL-000553,48,9,13600,792.23,988.36,low,>40
POL-000554,48,4,14300,799.71,1062.66,low,>40
POL-000555,50,6,16000,924.86,1155.47,low,>40
POL-000556,41,6,11100,807.06,864.14,low,>40
POL-000557,47,5,20400,948.61,1587.96,medium,>40
POL-000558,18,1,9200,1154.99,3263.07,high,<25
POL-000559,33,10,17900,964.27,1510.11,medium,25-40
POL-000560,44,7,14900,916.37,1188.12,low,>40
POL-000561,40,11,17700,919.95,1362.11,medium,25-40
POL-000562,50,12,23000,848.46,1370.27,medium,>40
POL-000563,64,6,11000,926.24,936.63,low,>40
POL-000564,18,10,10000,923.27,2263.63,high,<25
POL-000565,19,17,6300,902.84,1892.8,high,<25
POL-000566,32,20,5400,842.47,699.05,low,25-40
POL-000567,48,8,12500,972.65,1125.03,low,>40
POL-000568,39,8,12900,807.5,1000.99,low,25-40
POL-000569,23,8,8300,779.6,1209.28,medium,<25
POL-000570,68,9,9100,977.13,1013.95,low,>40
POL-000571,63,12,26800,911.94,1679.74,medium,>40
POL-000572,62,7,20000,946.24,1411.27,medium,>40
POL-000573,71,20,7700,847.89,995.75,low,>40
POL-000574,40,18,11100,925.71,1168.55,low,25-40
POL-000575,47,7,16200,1106.52,1514.82,low,>40
POL-000576,67,7,10200,965.28,1056.53,low,>40
POL-000577,40,4,9400,1139.39,1152.65,low,25-40
POL-000578,36,9,11600,946.46,1118.03,low,25-40
POL-000579,47,5,22100,814.57,1436.4,medium,>40
POL-000580,61,4,23000,942.35,1620.14,medium,>40
POL-000581,34,9,9700,948.67,997.63,low,25-40
POL-000582,64,2,16600,1102.82,1809.98,medium,>40
POL-000583,42,12,13500,926.86,1150.79,low,>40
POL-000584,45,10,8600,932.52,863.67,low,>40
POL-000585,62,18,11800,1117.51,1394.47,low,>40
POL-000586,27,8,7600,938.8,1060.85,low,25-40
POL-000587,60,11,22800,958.13,1588.8,medium,>40
POL-000588,45,11,27100,962.46,1879.65,medium,>40
POL-000589,27,14,11200,1175.57,1889.11,medium,25-40
POL-000590,54,7,10100,829.44,768.42,low,>40
POL-000591,24,4,21700,1146.28,3495.59,high,<25
POL-000592,31,8,23300,911.81,1659.94,medium,25-40
POL-000593,75,12,8200,1149.17,1217.62,low,>40
POL-000594,23,13,12600,1121.0,2520.97,high,<25
POL-000595,34,1,13100,1161.05,1805.68,medium,25-40
POL-000596,71,20,9500,858.61,1155.87,low,>40
POL-000597,30,4,16100,924.38,1393.06,medium,25-40
POL-000598,37,11,9900,1168.01,1244.7,low,25-40
POL-000599,23,16,10600,1139.22,2289.69,medium,<25
POL-000600,45,6,12900,1146.78,1353.88,low,>40
POL-000601,18,14,6900,1116.9,2328.95,high,<25
POL-000602,54,1,5400,808.09,618.98,low,>40
POL-000603,30,14,20400,844.6,1558.77,medium,25-40
POL-000604,52,13,9700,780.8,778.77,low,>40
POL-000605,54,9,30000,953.86,1830.91,medium,>40
POL-000606,22,12,30000,909.51,3320.77,high,<25
POL-000607,68,19,10700,799.88,1064.78,low,>40
POL-000608,68,16,30000,971.39,2369.35,high,>40
POL-000609,33,6,20600,840.89,1413.05,medium,25-40
POL-000610,21,8,10100,986.96,2087.11,high,<25
POL-000611,47,6,5000,970.47,618.77,low,>40
POL-000612,45,5,18400,966.6,1513.11,medium,>40
POL-000613,24,11,13700,856.5,1878.88,high,<25
POL-000614,37,6,16400,953.55,1381.65,medium,25-40
POL-000615,70,11,12200,1137.23,1560.02,low,>40
POL-000616,35,6,8100,984.97,902.29,low,25-40
POL-000617,27,7,11100,1149.53,1661.62,medium,25-40
POL-000618,48,3,18600,975.64,1538.03,medium,>40
POL-000619,38,11,11500,823.01,966.75,low,25-40
POL-000620,40,1,11500,822.28,1119.05,low,25-40
POL-000621,34,14,6800,964.13,871.24,low,25-40
POL-000622,42,20,14100,836.44,1233.5,medium,>40
POL-000623,24,7,8200,1125.16,1731.6,medium,<25
POL-000624,42,7,20400,920.12,1463.26,medium,>40
POL-000625,47,2,9700,1091.82,1330.23,low,>40
POL-000626,18,4,11800,949.34,2672.08,high,<25
POL-000627,39,12,30000,921.89,2019.58,high,25-40
POL-000628,21,14,11800,942.73,2437.88,high,<25
POL-000629,47,8,11100,916.48,981.29,low,>40
POL-000630,30,12,17600,1080.38,1673.45,medium,25-40
POL-000631,34,3,6000,848.14,672.9,low,25-40
POL-000632,59,9,23700,1124.73,1852.2,medium,>40
POL-000633,75,17,21100,976.64,2208.57,high,>40
POL-000634,72,10,17100,903.6,1543.73,medium,>40
POL-000635,63,18,5000,802.42,573.02,low,>40
POL-000636,62,19,12000,780.45,984.57,low,>40
POL-000637,43,9,7600,779.28,666.02,low,>40
POL-000638,22,0,22400,1067.59,3921.74,high,<25
POL-000639,24,13,21700,952.04,3048.42,high,<25
POL-000640,72,2,16100,1074.17,2146.68,medium,>40
POL-000641,44,0,7900,1153.42,1229.76,low,>40
POL-000642,51,1,26400,821.33,1764.91,high,>40
POL-000643,47,14,12000,925.81,1152.58,low,>40
POL-000644,30,9,30000,982.17,2151.64,high,25-40
POL-000645,27,8,15200,950.92,1686.14,medium,25-40
POL-000646,18,10,17000,935.83,3239.4,high,<25
POL-000647,55,1,11000,1127.61,1371.6,low,>40
POL-000648,70,6,25400,1139.33,2465.42,high,>40
POL-000649,63,4,17800,824.82,1200.46,medium,>40
POL-000650,42,7,25800,991.11,1836.08,medium,>40
POL-000651,35,8,14600,936.13,1257.68,low,25-40
POL-000652,42,10,13200,941.45,1151.95,low,>40
POL-000653,21,11,17600,849.43,2631.45,high,<25
POL-000654,72,1,25800,1135.4,3082.9,high,>40
POL-000655,33,6,21300,1172.22,2013.08,medium,25-40
POL-000656,28,7,14400,977.76,1673.86,medium,25-40
POL-000657,19,2,5900,1121.45,2373.67,high,<25
POL-000658,20,2,19400,1135.09,4557.18,high,<25
POL-000659,40,1,7100,941.08,936.09,low,25-40
POL-000660,45,2,13700,1078.3,1644.31,medium,>40
POL-000661,27,12,12800,941.18,1523.9,medium,25-40
POL-000662,33,1,7100,929.24,970.53,low,25-40
POL-000663,52,2,16000,834.6,1295.15,medium,>40
POL-000664,42,7,30000,966.07,1974.03,medium,>40
POL-000665,31,9,11700,855.86,1016.66,low,25-40
POL-000666,59,6,19100,785.52,1101.12,low,>40
POL-000667,27,3,30000,946.92,2749.6,high,25-40
POL-000668,63,2,19900,940.37,1736.41,medium,>40
POL-000669,54,7,10100,822.25,761.76,low,>40
POL-000670,66,6,15000,788.8,1109.34,medium,>40
POL-000671,42,5,16800,1119.04,1651.16,medium,>40
POL-000672,61,11,25700,964.92,1729.56,medium,>40
POL-000673,18,6,23300,932.31,3879.44,high,<25
POL-000674,32,2,5000,1136.85,945.36,low,25-40
POL-000675,27,5,9200,1093.76,1473.03,low,25-40
POL-000676,35,10,13100,809.28,1034.62,low,25-40
POL-000677,43,5,8500,988.69,936.86,low,>40
POL-000678,19,9,5000,904.88,1413.83,medium,<25
POL-000679,66,11,9700,928.42,1004.23,low,>40
POL-000680,40,6,13500,991.39,1205.53,low,25-40
POL-000681,65,6,10700,791.06,893.2,low,>40
POL-000682,44,5,8600,940.25,897.76,low,>40
POL-000683,28,10,13800,945.64,1607.85,medium,25-40
POL-000684,66,5,15800,964.5,1476.88,medium,>40
POL-000685,43,9,10900,829.17,895.85,low,>40
POL-000686,67,8,25000,1134.2,2223.26,medium,>40
POL-000687,64,1,13900,991.84,1450.44,medium,>40
POL-000688,35,9,9100,811.21,818.4,low,25-40
POL-000689,41,7,8100,1118.86,976.13,low,>40
POL-000690,69,15,12300,858.05,1172.35,low,>40
POL-000691,33,2,22300,914.67,2010.14,high,25-40
POL-000692,74,8,9300,992.58,1117.84,low,>40
POL-000693,23,4,17700,856.76,2288.62,high,<25
POL-000694,24,1,14100,993.08,2700.16,high,<25
POL-000695,23,1,30000,784.5,3484.45,high,<25
POL-000696,47,17,16100,957.37,1538.96,medium,>40
POL-000697,60,8,9900,982.13,927.41,low,>40
POL-000698,42,6,18800,804.72,1213.57,medium,>40
POL-000699,35,2,19100,827.43,1644.25,medium,25-40
POL-000700,31,16,11300,1092.72,1373.67,low,25-40
POL-000701,24,4,8000,914.81,1458.38,medium,<25
POL-000702,32,8,17200,983.46,1469.79,medium,25-40
POL-000703,40,7,13900,995.72,1234.0,low,25-40
POL-000704,25,20,6800,784.72,972.5,low,25-40
POL-000705,36,6,15100,1077.59,1479.77,low,25-40
POL-000706,43,4,10100,827.27,876.9,low,>40
POL-000707,63,8,6800,1073.67,794.22,low,>40
POL-000708,42,8,11500,962.46,1054.52,low,>40
POL-000709,53,20,24000,838.0,1606.5,medium,>40
POL-000710,40,6,23300,941.89,1633.05,medium,25-40
POL-000711,34,2,20700,1148.7,2405.2,high,25-40
POL-000712,48,5,15200,913.29,1262.7,low,>40
POL-000713,63,8,17700,803.7,1107.18,low,>40
POL-000714,45,9,14100,1154.46,1474.47,low,>40
POL-000715,60,1,8200,786.24,815.89,low,>40
POL-000716,22,4,9000,802.38,1380.92,medium,<25
POL-000717,36,20,10300,829.94,1047.83,low,25-40
POL-000718,40,3,25400,1091.71,2107.38,medium,25-40
POL-000719,21,12,21900,948.18,3385.82,high,<25
POL-000720,50,5,8300,847.65,727.61,low,>40
POL-000721,42,7,13800,1094.2,1349.69,low,>40
POL-000722,27,2,11300,1112.82,2021.32,medium,25-40
POL-000723,37,5,12600,904.23,1161.99,low,25-40
POL-000724,36,8,10600,969.8,1058.12,low,25-40
POL-000725,20,6,25400,936.23,3605.46,high,<25
POL-000726,39,6,13400,984.21,1250.58,low,25-40
POL-000727,70,10,14900,786.26,1228.24,medium,>40
POL-000728,48,2,14900,976.81,1573.1,medium,>40
POL-000729,68,8,8500,979.81,952.59,low,>40
POL-000730,45,1,14200,976.23,1523.75,medium,>40
POL-000731,26,14,21800,839.22,2079.16,high,25-40
POL-000732,28,6,26200,925.09,2336.85,high,25-40
POL-000733,40,11,8100,1110.67,989.38,low,25-40
POL-000734,56,0,6800,939.17,835.68,low,>40
POL-000735,42,10,13900,1091.0,1380.54,low,>40
POL-000736,44,3,22200,1119.07,1979.15,medium,>40
POL-000737,50,7,15900,1142.12,1421.1,low,>40
POL-000738,65,10,18300,1117.62,1826.32,medium,>40
POL-000739,50,6,7300,995.07,746.48,low,>40
POL-000740,28,9,10400,969.83,1372.04,medium,25-40
POL-000741,32,5,5000,944.56,665.64,low,25-40
POL-000742,30,15,12700,812.12,1101.45,low,25-40
POL-000743,29,6,5100,826.86,720.95,low,25-40
POL-000744,41,6,24600,943.52,1694.63,medium,>40
POL-000745,65,6,27200,923.58,1912.43,high,>40
POL-000746,26,6,14400,1122.36,1921.4,medium,25-40
POL-000747,44,2,6800,966.41,934.69,low,>40
POL-000748,40,3,16000,808.39,1155.56,medium,25-40
POL-000749,69,12,30000,1095.73,2469.0,high,>40
POL-000750,23,11,16700,1088.35,2715.42,high,<25
POL-000751,33,11,23000,808.75,1490.7,medium,25-40
POL-000752,57,9,10900,799.04,794.23,low,>40
POL-000753,56,4,9100,841.57,766.92,low,>40
POL-000754,46,4,13100,1135.54,1425.35,low,>40
POL-000755,56,6,5700,802.53,512.61,low,>40
POL-000756,32,14,30000,1175.09,2786.58,high,25-40
POL-000757,54,7,14400,831.95,970.59,low,>40
POL-000758,39,3,19900,1079.96,1867.86,medium,25-40
POL-000759,48,2,11000,847.01,1119.87,low,>40
POL-000760,30,11,6700,974.1,805.39,low,25-40
POL-000761,32,16,25600,950.0,2032.13,high,25-40
POL-000762,33,1,8100,924.68,1052.13,low,25-40
POL-000763,70,12,15800,1154.82,1874.08,medium,>40
POL-000764,25,9,16500,1077.95,2058.55,medium,25-40
POL-000765,32,3,14000,942.21,1296.62,low,25-40
POL-000766,38,7,9500,1155.54,1174.12,low,25-40
POL-000767,21,2,12600,844.72,2561.82,high,<25
POL-000768,19,5,8800,1134.55,2639.01,high,<25
POL-000769,40,6,19400,903.24,1390.24,medium,25-40
POL-000770,34,15,17500,806.32,1346.96,medium,25-40
POL-000771,42,5,13400,983.55,1252.87,low,>40
POL-000772,69,4,10500,838.15,984.04,low,>40
POL-000773,42,8,30000,1154.79,2359.65,medium,>40
POL-000774,38,10,7500,908.48,808.28,low,25-40
POL-000775,38,4,6700,856.14,729.75,low,25-40
POL-000776,23,3,13000,1089.65,2381.67,high,<25
POL-000777,46,3,12000,806.25,955.94,low,>40
POL-000778,50,15,22100,847.93,1444.39,medium,>40
POL-000779,33,9,18100,941.09,1484.49,medium,25-40
POL-000780,46,5,13700,831.73,1074.84,low,>40
POL-000781,30,13,16900,1125.86,1838.58,medium,25-40
POL-000782,18,4,16800,1161.0,4111.38,high,<25
POL-000783,34,6,30000,791.8,1698.83,high,25-40
POL-000784,30,2,15100,911.79,1555.23,medium,25-40
POL-000785,61,13,9900,830.85,867.14,low,>40
POL-000786,35,3,14800,982.74,1402.14,medium,25-40
POL-000787,24,3,5000,1167.39,1371.13,low,<25
POL-000788,68,8,13300,940.49,1223.2,low,>40
POL-000789,37,1,22100,972.31,2124.34,high,25-40
POL-000790,37,2,17700,1107.77,2095.06,medium,25-40
POL-000791,42,10,15400,805.15,1089.01,low,>40
POL-000792,47,3,18100,1066.71,1652.08,medium,>40
POL-000793,35,20,22200,799.51,1662.85,high,25-40
POL-000794,28,7,25600,1083.06,2695.0,high,25-40
POL-000795,18,1,16500,928.02,3832.73,high,<25
POL-000796,54,17,11700,802.68,964.63,low,>40
POL-000797,66,7,5000,984.1,677.66,low,>40
POL-000798,36,6,21000,1086.78,1849.23,medium,25-40
POL-000799,23,7,17000,1155.76,2857.03,high,<25
POL-000800,68,1,14500,984.14,1681.69,medium,>40
POL-000801,39,6,9900,946.56,987.91,low,25-40
POL-000802,62,3,20800,971.33,1564.32,medium,>40
POL-000803,36,6,12000,805.13,952.23,low,25-40
POL-000804,44,4,13300,904.19,1146.19,low,>40
POL-000805,59,7,13200,837.19,923.0,low,>40
POL-000806,46,5,16500,1131.92,1650.72,medium,>40
POL-000807,33,4,8100,946.33,912.52,low,25-40
POL-000808,19,3,17400,987.88,3579.03,high,<25
POL-000809,35,1,9800,971.59,1251.25,low,25-40
POL-000810,40,1,9900,942.93,1164.17,low,25-40
POL-000811,40,2,20100,783.38,1532.59,medium,25-40
POL-000812,28,10,8600,985.73,1232.48,low,25-40
POL-000813,65,3,20100,859.74,1539.43,medium,>40
POL-000814,39,4,14100,831.03,1148.92,low,25-40
POL-000815,19,4,6400,1150.04,2174.87,medium,<25
POL-000816,71,4,24900,950.57,2137.41,high,>40
POL-000817,43,9,15500,924.98,1256.36,low,>40
POL-000818,32,5,16100,1166.15,1757.41,medium,25-40
POL-000819,35,11,21200,1141.1,1994.78,medium,25-40
POL-000820,47,2,26500,823.98,1929.31,high,>40
POL-000821,46,10,14800,967.3,1274.96,low,>40
POL-000822,40,16,17800,1121.33,1803.8,medium,25-40
POL-000823,45,6,16000,783.79,1064.37,low,>40
POL-000824,50,2,11600,965.24,1215.33,low,>40
POL-000825,47,9,6600,1064.58,830.13,low,>40
POL-000826,69,6,14900,923.43,1293.05,low,>40
POL-000827,48,8,25100,1081.47,1967.97,medium,>40
POL-000828,71,11,17600,1102.09,1918.43,medium,>40
POL-000829,27,5,8400,988.79,1255.2,low,25-40
POL-000830,21,4,22100,1072.93,3973.18,high,<25
POL-000831,19,20,11700,1104.03,3461.18,high,<25
POL-000832,40,9,5300,841.28,568.83,low,25-40
POL-000833,68,13,21300,849.77,1659.03,medium,>40
POL-000834,19,11,8800,972.43,2194.06,high,<25
POL-000835,39,13,30000,994.2,2357.62,high,25-40
POL-000836,31,8,22600,968.61,1728.72,medium,25-40
POL-000837,30,12,12200,1147.42,1400.59,low,25-40
POL-000838,40,4,16600,942.6,1380.04,medium,25-40
POL-000839,43,1,30000,931.2,2363.45,high,>40
POL-000840,74,3,21200,816.87,1654.42,medium,>40
POL-000841,24,6,15000,1150.01,2620.69,high,<25
POL-000842,26,5,30000,1136.83,3301.04,high,25-40
POL-000843,45,6,14200,975.83,1226.25,low,>40
POL-000844,39,3,17500,962.12,1530.69,medium,25-40
POL-000845,75,1,8900,839.11,1140.72,low,>40
POL-000846,43,5,6400,791.76,623.88,low,>40
POL-000847,21,2,11900,1100.25,3215.08,high,<25
POL-000848,33,6,13700,825.02,1063.5,low,25-40
POL-000849,51,8,15700,1065.85,1315.33,low,>40
POL-000850,34,4,7100,989.17,875.53,low,25-40
POL-000851,32,2,18200,925.25,1781.84,medium,25-40
POL-000852,36,6,9300,910.91,912.84,low,25-40
POL-000853,22,20,17800,833.47,2502.72,high,<25
POL-000854,51,9,20600,920.91,1384.47,medium,>40
POL-000855,21,9,11300,955.88,2220.18,high,<25
POL-000856,33,4,8700,926.15,935.52,low,25-40
POL-000857,25,3,27000,1082.59,2935.47,high,25-40
POL-000858,60,13,20000,839.27,1383.49,medium,>40
POL-000859,43,0,14500,939.4,1486.33,medium,>40
POL-000860,46,3,26100,957.07,1880.41,medium,>40
POL-000861,41,18,14000,796.72,1169.5,medium,>40
POL-000862,29,6,10200,954.98,1306.58,low,25-40
POL-000863,75,1,8600,813.54,1081.58,low,>40
POL-000864,37,8,12900,783.2,970.87,low,25-40
POL-000865,71,4,19100,838.59,1587.07,medium,>40
POL-000866,18,1,25200,1125.86,6123.24,high,<25
POL-000867,41,7,13600,855.04,1044.73,low,>40
POL-000868,60,7,23300,1154.49,1901.57,medium,>40
POL-000869,28,6,12300,1127.97,1742.96,medium,25-40
POL-000870,40,9,9500,782.53,773.19,low,25-40
POL-000871,40,2,7500,973.93,1003.9,low,25-40
POL-000872,48,8,10700,824.02,861.5,low,>40
POL-000873,25,7,7600,847.47,957.64,low,25-40
POL-000874,65,13,30000,1128.71,2753.07,high,>40
POL-000875,23,3,16500,902.69,2303.74,high,<25
POL-000876,21,14,12900,845.82,2317.73,high,<25
POL-000877,19,11,29300,1153.52,5688.07,high,<25
POL-000878,42,6,7500,1075.13,892.21,low,>40
POL-000879,28,6,12700,967.46,1526.36,medium,25-40
POL-000880,42,1,30000,952.48,2417.46,high,>40
POL-000881,38,6,12700,1130.07,1386.7,low,25-40
POL-000882,21,10,30000,1163.61,5098.24,high,<25
POL-000883,37,5,19200,926.21,1565.08,medium,25-40
POL-000884,50,13,24300,1065.47,1930.44,medium,>40
POL-000885,58,9,24600,922.31,1556.1,medium,>40
POL-000886,69,20,13500,854.04,1322.3,medium,>40
POL-000887,33,4,10800,796.34,925.78,low,25-40
POL-000888,34,10,12800,966.58,1217.25,low,25-40
POL-000889,33,2,8700,843.75,1005.69,low,25-40
POL-000890,21,5,13100,845.68,2229.18,high,<25
POL-000891,49,9,13500,903.49,1121.77,low,>40
POL-000892,50,10,28900,1065.05,1995.29,medium,>40
POL-000893,23,5,17600,860.1,2289.09,high,<25
POL-000894,69,14,30000,822.25,2005.57,high,>40
POL-000895,56,16,5100,1071.13,703.45,low,>40
POL-000896,38,4,7800,905.05,851.56,low,25-40
POL-000897,49,5,11500,1154.81,1331.86,low,>40
POL-000898,72,5,26400,988.47,2308.77,high,>40
POL-000899,41,4,12900,952.33,1183.49,low,>40
POL-000900,43,15,7000,809.48,709.91,low,>40
POL-000901,30,15,12100,969.22,1273.81,low,25-40
POL-000902,48,5,7900,904.63,817.38,low,>40
POL-000903,52,10,7200,852.71,647.32,low,>40
POL-000904,30,13,30000,800.0,1897.1,high,25-40
POL-000905,38,7,11500,920.64,1059.13,low,25-40
POL-000906,50,5,14600,932.03,1154.89,low,>40
POL-000907,62,3,12900,908.55,1072.63,low,>40
POL-000908,41,10,12100,939.51,1086.37,low,>40
POL-000909,37,2,9200,970.4,1199.44,low,25-40
POL-000910,38,5,11700,819.85,1004.01,low,25-40
POL-000911,33,4,15700,1138.81,1688.37,medium,25-40
POL-000912,37,2,25600,1087.94,2615.32,high,25-40
POL-000913,48,6,20700,940.3,1509.61,medium,>40
POL-000914,73,5,7800,951.85,1006.48,low,>40
POL-000915,45,3,21100,956.89,1637.34,medium,>40
POL-000916,39,15,16700,1084.88,1758.0,medium,25-40
POL-000917,29,10,10200,979.23,1367.96,low,25-40
POL-000918,50,6,14700,911.07,1077.24,low,>40
POL-000919,70,11,17500,1075.01,1864.38,medium,>40
POL-000920,21,13,13800,1091.97,3126.32,high,<25
POL-000921,61,15,16800,832.65,1225.52,medium,>40
POL-000922,37,4,9200,909.82,953.02,low,25-40
POL-000923,60,11,30000,903.23,1790.26,medium,>40
POL-000924,37,5,5700,947.36,726.97,low,25-40
POL-000925,24,7,17500,935.43,2356.35,high,<25
POL-000926,68,4,15900,917.39,1410.52,medium,>40
POL-000927,46,6,18000,964.81,1414.44,medium,>40
POL-000928,56,11,9800,1135.84,1053.58,low,>40
POL-000929,69,17,22800,914.08,1989.65,high,>40
POL-000930,39,6,12900,924.33,1145.82,low,25-40
POL-000931,21,3,7900,1104.88,2096.45,medium,<25
POL-000932,51,19,8200,860.18,820.48,low,>40
POL-000933,30,3,14300,842.02,1174.82,low,25-40
POL-000934,64,1,6600,1101.76,992.86,low,>40
POL-000935,23,4,30000,1172.13,4412.0,high,<25
POL-000936,41,1,21600,945.72,1938.8,high,>40
POL-000937,75,13,30000,810.19,2159.14,high,>40
POL-000938,38,3,29300,856.43,1904.75,high,25-40
POL-000939,48,2,11500,839.37,1142.3,low,>40
POL-000940,25,7,9100,954.55,1212.62,low,25-40
POL-000941,44,17,5000,959.57,721.3,low,>40
POL-000942,34,9,11200,858.77,991.57,low,25-40
POL-000943,72,2,29900,917.03,2740.48,high,>40
POL-000944,37,20,9300,1102.88,1302.99,low,25-40
POL-000945,65,8,12300,1111.15,1373.57,low,>40
POL-000946,21,12,10500,1174.29,2600.35,high,<25
POL-000947,52,2,16000,910.5,1412.93,medium,>40
POL-000948,22,20,24100,913.11,3338.75,high,<25
POL-000949,44,5,6800,943.86,773.63,low,>40
POL-000950,19,1,7400,918.58,2252.7,high,<25
POL-000951,65,7,26400,1140.7,2316.62,medium,>40
POL-000952,35,12,18800,936.76,1514.55,medium,25-40
POL-000953,23,10,12000,1158.78,2332.23,medium,<25
POL-000954,46,9,29100,840.39,1719.0,high,>40
POL-000955,65,9,7300,817.61,735.18,low,>40
POL-000956,31,7,20500,1158.64,1940.86,medium,25-40
POL-000957,65,2,13100,787.27,1259.36,medium,>40
POL-000958,31,5,17700,826.65,1324.91,medium,25-40
POL-000959,44,5,5000,959.99,644.3,low,>40
